数量,ISBN,非卖,位置,书名,定价,出版社,作者,出版时间,语言,一级分类,二级分类,简介,推荐人,渠道,绝版
1,9.78755E+12,,,我们梦想的未来都市,48,江苏科学技术出版社,[日]五十岚太郎 [日] 矶达雄 著，穆德甜 译，凤凰空间 出品,Nov-18,,,,小时候我们都畅销和描绘过名为 未来都市 的画面，画中各种超高层大楼林立、汽车与人在不同的输送带上运行，空中往返着的飞行器； 或者我们已经在科幻电影中看见这样的未来都市：街上到处是替人类执勤的机器人，人与机器人共同生活在同一个家中；在手冢治虫的动画中看见的机器仿生人原子小金刚 人们所畅想的关于 未来都市 的梦境，究竟是什么样呢？ 当建筑家们把焦点转向未来都市的时间点，发现与科幻文学兴盛的时期几乎重迭，未来都市分别以城市设计与科幻小说两种不同的角度表现出来。 那么，当现代建筑史与科幻小说碰撞，会擦出什么火花？ 从梦中发散，溢出梦想外的 未来都市 又是什么模样？ 而这个名为 未来都市 的梦，究竟是美梦，还是噩梦？ 建筑史学家五十岚太郎携手矶达雄，从建筑与科幻两方面来谈述这些曾经被畅想过的,,,
3,9.78754E+12,,,我们为何建造,64.97,江苏译林出版社,罗恩·穆尔,,,,,,,,
1,9.78756E+12,,,我们在四维空间可以做什么,48,北京联合出版有限公司,马特·帕克（著）李轩（译）,Jul-20,,,,"不少人常常觉得数学有时会违背我们的直觉,但本书的作者认为，数学的非凡之处在于，通过数学逻辑推理工具，我们能够处理超过大脑认知能力的事物，掌握越来越多的抽象概念。在本书中，作者用幽默风趣的语言以学校教授的数学基础（数字、几何）为起点，逐章介绍二维图形、三维图形，*后构建四维图形，带领读者理解四维空间中的奇特图形和数学理论。此外，本书还介绍了素数的奥秘、纽结论、图论、优化算法、条形码和苹果手机屏幕背后涉及的数学原理以及大小不同的无穷，这些理论*终又巧妙地与四维空间联系到一起，超乎想象。本书通过各种数字游戏、谜题、魔术和图形操作，介绍蕴藏其中的趣味数学原理，使原本看起来令人望而生畏的理论变得简单易懂，让读者在阅读中享受数学的乐趣。",,,
1,9.78721E+12,,,我脑袋里的怪东西,49,上海人民出版社,奥尔罕·帕慕克（著）陈竹冰（译）,Jan-16,,,,　　《我脑袋里的怪东西》是一个讲述钵扎小贩麦夫鲁特的人生、冒险、幻想和他的朋友们的故事，同时也是一幅通过众人视角描绘的1969—2012年间伊斯坦布尔生活的画卷。　　在麦夫鲁特还是一个生活在安纳托利亚中部穷山村少年的时候，他就不住地幻想自己未来的生活会是怎样。　　十二岁时他辗转来到“世界的中心”——伊斯坦布尔打拼，立刻被那些老城消逝、新城待建的景象所吸引。他继承了父亲的事业，在土耳其的街道上贩卖钵扎。他与那些在城市繁华外荒凉处的居民一样，渴望致富。但是运气似乎永远都不追随他，他看着亲戚们在伊斯坦布尔暴富并定居；而自己却花了三年时间给一位仅在婚礼上有过一面之缘的女孩儿写情书，最后却阴差阳错地和那女孩儿的姐姐私奔。麦夫鲁特人到中年，在伊斯坦布尔的街巷里做过许多营生，酸奶小贩、鹰嘴豆鸡肉饭小贩、停车场管理员……　　他珍惜自己的家人和妻子，可工作失意、生活窘迫仍不断挤压着他。无论如何，他仍然夜复一夜，漫步在伊斯坦布尔街头，一边卖钵扎，思念自己的真爱，一边琢磨着脑袋里冒出的一个又一个怪怪的东西，这些念头让他自感与众不同。他，一个没钱没地位的钵扎贩子，既属于这个大都市，又在头脑中不停地寻找着另一种生活。,,,
7,9.78755E+12,,,沃克埃文斯：美国影像,188,浙江摄影出版社,王文珏(译),Jan-17,,,,,,,
1,9.78751E+12,,,乌托邦,36,东方出版社,朱大可（著）,Feb-13,,,,　　由几何形状构成的建筑，由各种建筑组成的城市，它们缄默地矗立在大地之上，表达着人的各种信念。经典的“剧目”，如园林、宫殿、广场、大厦在不断上演。与此同时，街道、咖啡馆、酒吧、茶楼，这些“小品”也穿插其间，好似城市里与建筑间的各色光线。,,,
0,9.78757E+12,,,无物象的世界,38,重庆大学出版社,卡西米尔·马列维奇（著）张耀（译）,May-19,,,,《无物象的世界》是“包豪斯译丛”系列的一本，由至上主义艺术奠基人、抽象主义先锋卡西米尔·马列维奇撰写，是20世纪*影响力的美学原理著作之一，也是了解包豪斯教学、至上主义艺术的重要参考文献之一。,,,
2,9.78711E+12,,,五宅十详,59,中国建筑工业出版社,"(美)福特(Ford, Edward R.)著",Dec-14,,,,本书是作者探索建筑细部的易于理解的、个人化的记叙，深入钻研了“什么是好细部”这个问题。作者用图纸及效果图展示了他为同一个场地设计的五个住宅，而其中只有一个建成了。每个设计都询问了建筑细部的一个方面：它如何联系或脱离于场地；如何表达材料；如何揭示构造；如何强调建造；它如何有益地不协调于建筑的其他部分。,,,
2,9.78756E+12,,,生活的外壳,,,,,,,,,,,
2,9.78711E+12,,,建筑人类学,45,中国建筑工业出版社,[英]维克多・布克里,Jul-18,,,,,,,
1,9.78721E+12,,,物尽其用：老百姓的当代艺术,59,上海人民出版社,(美)巫鸿编著,Apr-11,,,,本书分为三个部分。第一部分，是巫鸿就《物尽其用》展览项目的思想意义、其中蕴含的家庭伦理价值所进行的学术思辨。第二部分是全书的主体，以衣食住用为大类，每类下各设小类，展示其每一类的收藏，并由赵湘源和宋东口述关于这些物件的记忆，里面包含了浓郁的亲情，亲人之间相濡以沫的相亲相爱。第三部分，是不同背景的人参观过《物尽其用》展览后的感想与评论。,,,
0,9.78721E+12,,,物体系,65,上海人民出版社,[法] 让・鲍德里亚（Jean Baudrillard） 著 林志明 译,Jan-19,,,,◎从室内陈设到汽车，从收藏到小发明，从模范到系列，从信用贷款到广告，鲍德里亚为我们勾勒了一个等级分明的物的世界。 ◎本书为鲍德里亚的代表作，直接启发了后来的《消费社会》《符号政治经济学批判》等著作。 ◎本书是全新修订译本，按照国内的人名术语翻译习惯及语言表达习惯，对原译文做了部分修订。,,,
1,9.78711E+12,,,物象与心境：中国的园林,45,生活.读书.新知三联书店,汉宝德著,Dec-14,,,,本书从古代绘画、赋文、器物以及现存名园中，寻找园林精神的蛛丝马迹，勾勒出中国园林思想的发展脉络，也映射出中国文化内在的矛盾与张力。,,,
1,9.78756E+12,,,没有束缚的舒适的建筑：西泽立卫对谈集,48,重庆大学出版社,（日）西泽立卫 编著，谢宗哲 译,Aug-14,,,,● 和 2010 年普利兹克建筑奖得主西泽立卫一起体悟建筑的情感、精神甚至哲理。 ● “我不是只思考建筑单体，而是连同环境一起思考、连同艺术作品一起思考。”――西泽立卫 ●细腻尖锐、感性灵动的思想碰触。对谈者有建筑名家原广司、伊东丰雄、妹岛和世，也有前卫建筑师石上纯也、藤本壮介。 ●大量精美图片，直面经典建筑。 ●聆听名家理念，反观都市生活。,,,
2,9.78721E+12,,,显微镜下的成都,59.8,上海人民出版社,王笛,Jul-20,,,,★一只四川蟋蟀，远离故乡，“在乡愁者的心窝”，唱了近30年的歌,,,
0,9.78711E+12,,,现代建筑：一部批判的历史,48,生活·读书·新知三联书店,肯尼斯·弗兰姆普敦（著）张钦楠（译）,May-12,,,,《现代建筑：一部批判的历史（第4版）》是对世界现代建筑的一次全面审视。是国际著名建筑师、建筑史家及评论家肯尼斯·弗兰姆普敦的成名作。1980年问世以来即获极高赞誉。被称为现代建筑发展史的经典之作。多次再版。2004年。三联书店曾出版该书第三版中译本。在此第四版中。作者在第三版的基础上，以全球化时代为背景增补一章。从地形、形态、可持续性、物质性、人居及公共形式等六个方面。分析世界建筑在近三十年来的变化。,,,
1,9.78731E+12,,,现代性,45,南京大学出版社,汪民安,May-20,,,,汪民安先生的《现代性》一书完成于2004年，*初收录在一本现代性选编文集和一套关键词丛书中，后于2012年由南京大学出版社出版。自出版以来，这本小书深受专家学者以及广大读者的喜爱，获得了诸多好评，因而在旧版售罄之际，南大出版社推出了这一新版本。 “现代性”是一个纷繁复杂的概念，本书从现代生活、现代资本主义、现代观念、工业主义和民族-国家以及现代性的冲突五个方面，具体探讨了现代性的基本特征和内涵，从各个层面对现代性这一复杂而内部矛盾重重的悖论系统做了简要、精辟的论述。作者从现代性在生活中的表现入手，描述了现代生活的种种特征，透过具体现象深入现代生活的本质，分析时间断裂意义上的现代性，又将现代性置于整个现代社会的政治、经济、文化和观念的背景下，综述了韦伯、马克思、桑巴特、福柯等人的观点并回顾了资本主义的起源和特征，梳理了从马基雅维利到霍布斯、洛克等的现代观念的发展历程和自由主义的思想脉络。随后作者结合吉登斯、盖尔纳等人的观点探讨了现代性社会的特征。*后作者综合前几章的论述，分析了以英国工业革命为经济基础、以法国大革命为政治和意识形态基础的现代性的冲突所在。汪民安先生的《现代性》一书完成于2004年，*初收录在一本现代性选编文集和一套关键词丛书中，后于2012年由南京大学出版社出版。自出版以来，这本小书深受专家学者以及广大读者的喜爱，获得了诸多好评，因而在旧版售罄之际，南大出版社推出了这一新版本。 “现代性”是一个纷繁复杂的概念，本书从现代生活、现代资本主义、现代观念、工业主义和民族-国家以及现代性的冲突五个方面，具体探讨了现代性的基本特征和内涵，从各个层面对现代性这一复杂而内部矛盾重重的悖论系统做了简要、精辟的论述。作者从现代性在生活中的表现入手，描述了现代生活的种种特征，透过具体现象深入现代生活的本质，分析时间断裂意义上的现代性，又将现代性置于整个现代社会的政治、经济、文化和观念的背景下，综述了韦伯、马克思、桑巴特、福柯等人的观点并回顾了资本主义的起源和特征，梳理了从马基雅维利到霍布斯、洛克等的现代观念的发展历程和自由主义的思想脉络。随后作者结合吉登斯、盖尔纳等人的观点探讨了现代性社会的特征。*后作者综合前几章的论述，分析了以英国工业革命为经济基础、以法国大革命为政治和意识形态基础的现代性的冲突所在。 汪民安先生旁征博引，深入浅出，眼光独到，以清晰的逻辑和通俗的语言，向读者揭开了现代性这一复杂而庞大的议题的层层面纱。这本《现代性》堪称认识现代性的极佳入门读本。,,,
2,9.78754E+12,,,现代性的五副面孔,68,译林出版社,"(美)卡林内斯库(Calinescu, Matei1934~2009)著",Mar-19,,,,本书通过历史与比较的考察，基于社会现代性与文化现代性相对立的分析框架，把现代主义、先锋派、颓废、媚俗艺术、后现代主义这五个概念作为“现代性的五副面孔”，以丰富的文献资料和作品实例，追根溯源，清理出每一副“面孔”的发生机理及彼此间的相互关联，试图描摹出动态、多元、复杂、充满活力的审美现代性的总体面貌。,,,
